name,start_lat,start_lon
Namysłów Airport,51.0641708374,17.5936107635
Oława-Stanowice Air Base (closed),50.978611,17.247499
Orsk Airport,51.567199707,16.3556003571
Przasnysz Airport,53.0050010681,20.9383296967
Radzewice Airport,52.2111091614,16.9972190857
Lloyd's Landing Airport,34.9054985046,-118.3020019531
Radzyń Podlaski-Marynin Airport,51.7541694641,22.628610611
Rostki Airport,53.7097206116,21.9097194672
Skibno Airport,54.2449989319,16.3066692352
Smolnik Airport,49.2750015259,22.1202793121
Stare Drawsko Airport,53.6116714478,16.2150001526
Watorowo Airport,53.2966690063,18.4133300781
Wejherowo Airport,54.5911102295,18.2000007629
Weremień Airport,49.4466705322,22.3199996948
Wschowa-Łysiny Airport,51.8352813721,16.2477798462
Wysokie Mazowieckie Airport,52.931388855,22.5263900757
Oak Country Ranch Airport,35.5682983398,-120.7969970703
Zgorzelec-Żarska Wieś Airport,51.2033348083,15.1283330917
Krzywa Air Base,51.3100013733,15.7250003815
Gozdnica Airfield,51.4599990845,15.1049995422
Swiebodzice Airfield,50.8829994202,16.3199996948
Szprotawa-Wiechlice Air Base,51.5600013733,15.5900001526
Bystrzyca Klodzka Airfield,50.3084983826,16.6459999084
Olesnica Air Base,51.2150001526,17.4349994659
Kakolewo Air Base,52.2350006104,16.2430000305
Przytoczna Airfield,52.5239982605,15.7250003815
Zerniki Gadki Airfield,52.321999,17.040001
Platform Hillhouse Heliport,34.3311004639,-119.6039962769
Konstancin-Jeziorna Airfield,52.0750007629,21.1870002747
Lipki Wielkie,52.7171765,15.51346
Lotnisko Turośń Kościelna,53.0030221,23.0578058
Wilcze Laski,53.5954859,16.7154023
[Duplicate] Sobienie Królewskie,51.951245,21.352525
Wicko Morskie Air Base,54.5522225,16.6177416
Kazimierza Mała,50.2610779,20.5413201
Sanok Heliport,49.575593,22.20239
Stara Wieś Field,49.722995,22.025378
Lotnisko Lwówek,51.1282825,15.5704644
Melby Ranch Airstrip,37.0649986267,-105.4639968872
Zator,49.9599444444,19.4028333333
Baranów,52.1220833333,20.48175
Lotnisko Korne,54.129583,17.844972
Tworzyjanów Airstrip,50.922915,16.676726
Baza Lotnicza JPR „Baryt”,51.055531,16.013636
Annowo Airstrip,52.8033888,17.8796775
Lądowisko Wilga,51.8816709,21.3653123
Golędzinów Airstrip,51.2627485,16.9218317
Wyszonowice UL,50.782972,17.161753
Chełmżyca Airstrip,53.6704867,19.4611503
Smith Heliport,33.7533988953,-84.1621017456
Irish Hills Farms Airport,41.609444,-73.239722
Lotnisko Nysa,50.4717899,17.2661124
Łagowiec,52.33525,15.665277
Lądowisko Grabowiec,51.901197,15.2706431
Lotnisko Henryka Stokłosy,53.1449613,16.8826819
Lotnisko Makosieje,53.8073729,22.5405942
Szklarka Przygodzicka,51.488091,17.795207
Lotnisko Kamieńsk,51.225121,19.4212733
Ulim,52.693563,15.215912
Linowiec,54.007897,18.499983
Lotnisko Jasienna,49.7166174,20.811703
Recreation Corporation Airport,27.5981006622,-80.8459014893
Mostki Airstrip,52.2718895,15.3697292
Marianowo,52.902269,16.128861
Lotnisko Konopki,52.9896073,20.5066888
Pacółtowo Airfield,53.5327,20.1531
Lotnisko Mrągowo,53.825276,21.318983
Lądowisko Pawłowiczki,50.2445389,18.0243561
Solec Kujawski,53.0710921,18.1950636
Lądowisko Horodek,49.3511993,22.4817572
Lądowisko Żernica,49.362597,22.3305947
Rogów Airstrip,51.8005612,19.8574777
R O Ranch STOLport,29.9144001007,-83.2665023804
Lądowisko Kukały,51.875631,21.003014
Oborniki Słonawy Airfield,52.667126,16.773302
Świebodzin Airstrip,52.2522656,15.566415
Bełchatów Airstrip,51.4021158,19.3782391
Rzepin Airstrip,52.3221807,14.810701
Lądowisko Tarnów,50.0022005,21.0039163
Międzyrzecz 2,52.419281,15.580507
Kępa,52.7242707,20.4213518
Czyże,52.7862051,23.4309682
Narew Helipad,52.908916,23.539053
Flying S Ranch Airport,27.8608608246,-80.9998626709
Zawiszyn Airport,54.277943,22.537944
Lisy Airstrip,54.219442,22.044803
Stare Juchy Landing Site,53.90725,22.233334
Bożykowo Airfield,54.073224,21.83375
Antonowo Airfield,54.058166,21.746916
Zyzdrojowa Wola,53.657473,21.277417
Lewickie Airport,53.029083,23.134638
Krynice Kolonia Airport,53.231111,23.044081
Brody Airport,53.360165,23.133138
Szorce Airport,53.285388,22.674194
Hudson River Landing Airport,34.2599983215,-83.2866973877
Żłobek Mały Airport,51.454611,23.542472
Oleszyce Airstrip,50.170308,23.057722
[Duplicate] Oleszyce Airport,50.170308,23.057722
[Duplicate] Oleszyce Airport,50.170308,23.057722
Erase Me 6,0.0,0.2
Erase Me 11,-0.30000000000000004,0.0
Erase Me 12,0.0,-0.30000000000000004
Więckowy Airstrip,54.061846,18.363112
Dobrosułów Airfield,52.1989335,15.1266946
Ladowisko Natolin,51.0162386,18.7547387
Orange City Hospital Heliport,43.0102996826,-96.0580978394
Skorupy,52.055035,21.428755
Konarzyny Air Base,53.8253333,17.3525
Witnica Airstrip,52.6735,14.8687
Folwark Piaski Airfield,52.4798514,17.7678974
Lotnisko Orneta,54.126694,20.0881201
Lądowisko Donimierz,54.486731,18.169233
Lądowisko Pago Dąbcze,51.8187067,16.6601499
Cassidy International Airport,1.9861600399000001,-157.3500061035
Paiela Airport,-5.3725,142.976111111
Tabuaeran Island Airport,3.8994400501,-159.3890075684
Ozzy's Airport,43.379362,-114.769444
Palmyra (Cooper) Airport,5.8887481689,-162.0778656006
Washington Island Airstrip,4.698359,-160.394376
Kure Airport,28.3892002106,-178.2969970703
Henderson Field,28.2017002106,-177.3809967041
Phanom Sarakham Airport,13.7553,101.395
Pimaga Airport,-6.4991666667,143.510277778
Echo Airport,41.5402984619,-77.3063964844
Crosswinds Airfield,40.3432006836,-75.5727005005
Cedar Run Airport,40.5881004333,-79.9058990479
Offutt Acres Airport,40.9847984314,-79.5663986206
Lifeline Landing Area Heliport,39.6584014893,-85.1436004639
Abington Memorial Hospital Heliport,40.1186981201,-75.1206970215
Strittmatter Airport,40.547000885,-78.6947021484
Fort Lee Heliport,40.6514015198,-78.8272018433
Carlson Airport,41.904202,-80.1026
Cranes-N-Lifts Inc Heliport,41.0308990479,-75.778503418
Davis Airport,40.7346000671,-79.1598968506
Charles Cole Memorial Hospital Heliport,41.7717018127,-77.9796981812
Cash Creek Airport,41.8651008606,-76.5099029541
Reno Airport,40.8898010254,-80.4865036011
Sweet Valley Airport,41.2806015015,-78.1430969238
John Scharff Airport,40.1660995483,-88.8983001709
C & W Milliron Flying Field,41.2873001099,-79.1663970947
Misty Hill Farm Airport,40.7893981934,-79.9974975586
Greeley Airport,41.8791999817,-77.9499969482
Pabst Blue Ribbon Airport,40.7583999634,-80.0137023926
Marsteller Airport,39.7333984375,-76.5329971313
Fairview Evergreen Airport,42.0273017883,-80.2436981201
Hunts Cove Seaplane Base,41.1459007263,-79.6873016357
Car Tech Heliport,40.3675994873,-75.9329986572
Mc Clure Airport,41.8278999329,-76.8565979004
University Of Pitt Medical Landing Area Heliport,41.945,-78.672156
Rusby Field,38.4430999756,-86.057800293
Mercy Hospital Heliport,40.4352989197,-79.9850997925
Snider Seaplane Base,40.6833992004,-79.6663970947
Lindsay Airport,40.7355995178,-79.6886978149
St Clair Hospital Heliport,40.378425,-80.065362
Station 219 Heliport,41.2747993469,-80.2772979736
Campbell's Heliport,40.2864990234,-75.1452026367
Lazy J Heliport,41.2958984375,-75.5941009521
Schrenkel Airport,40.2627983093,-78.1025009155
Sagulla Airport,41.2430992126,-80.1141967773
Indiana Hospital Heliport,40.6083984375,-79.135597229
Patoka Reservoir Landing Area Seaplane Base,38.4333992004,-86.6911010742
Howell Airport,39.5444984436,-88.757598877
Branning Field,41.552898407,-75.2820968628
Keystone Heliplex Heliport,39.978028,-75.882361
Flying R Airport,40.0000991821,-78.0830993652
Rayne Airport,40.7333984375,-79.0672988892
Fino Airport,40.6050987244,-80.4580993652
Culmerville Airport,40.6626014709,-79.8455963135
Exton Heliport,40.018699646,-75.6362991333
Moorhead Airpark LLC,42.1842002869,-79.8975982666
Practice Football Field,40.6250991821,-79.1498031616
Sainovich Airport,40.7000999451,-80.4330978394
Buena Terra Airport,39.1530990601,-95.6093978882
Merck/Upper Gwynedd Heliport,40.2160987854,-75.2799987793
Wyoming Valley Medical Center Heliport,41.2625007629,-75.8110961914
River Hill Aviation Airport,40.5643997192,-79.5457992554
Lohr's Landing Airport,40.2083015442,-79.0558013916
Bullfly Ultralightport,40.7083015442,-75.6860961914
Dunbar Airport,40.7719993591,-79.4289016724
Skyline Airstrip,40.5065002441,-75.9432983398
Summers Psnl Use Heliport,41.6666984558,-80.4164962769
Mike's Heliport,39.8671989441,-75.9336013794
Strohmier Airport,40.5514984131,-78.6233978271
Bigger (Stol) STOLport,37.6123008728,-87.0569000244
Akm Airfield,41.8417015076,-76.7457962036
Skala Airport,39.8583984375,-79.8234024048
Miller Airport,40.8852996826,-78.7391967773
Marion Center Speedway Airport,40.8120002747,-79.0373001099
Bittner/Whitsel Airport,39.7426986694,-77.526802063
Stitt Airport,40.8311004639,-79.4869003296
Motola's Paving Heliport,40.8376998901,-75.6971969604
Chero'kee Furko Heliport,40.5260009766,-79.8187026978
Cataney Airport,40.3750991821,-80.2997970581
Limerick Generating Station Heliport,40.2331008911,-75.5831985474
Sky Ranch Airport,30.0695991516,-91.9861984253
Hilling International Airport,40.5023994446,-77.9393997192
Deer Lakes Seaplane Base,40.6391983032,-79.6936035156
Dunlea Airpark,40.4255981445,-79.3636016846
St Francis Hospital Heliport,40.9880981445,-80.3455963135
Jackson Airport,40.9009017944,-80.3681030273
Altemose Ultralightport,40.0924987793,-75.5158004761
Kint Farm Heliport,40.5357017517,-77.3796005249
Jansen Vineyards Airport,40.6500015259,-77.0575027466
Rocky Hollow Field,40.5691986084,-78.8824996948
Beers Farm Airport,40.2300987244,-77.9206008911
Isley Airport,39.0875015259,-88.2889022827
Hilltop Heliport,41.7820014954,-76.8062973022
Wilkes-Barre General Hosptial Heliport,41.2593994141,-75.866897583
UPMC Northwest Heliport,41.3616981506,-79.700302124
Snyder Office Heliport,40.8168983459,-79.5655975342
600 Grant Street Rooftop Heliport,40.4420013428,-79.995300293
Passavant Hospital Heliport,40.0094985962,-80.0000991821
West Penn Hospital Heliport,40.4620018005,-79.9448013306
Air One Enterprise Heliport,40.3664016724,-76.7325973511
West Coplay Heliport,40.674283,-75.5051
Skunk Hollow Airport,40.8027992249,-79.2024993896
Heart Hospital Heliport,32.173306,-92.026389
Lake Arthur Field,40.984500885,-80.1620025635
Brandon Airport,40.876499176,-80.0330963135
Goodwill Fire Co Nr 1 Heliport,40.693889,-76.256111
Hanover Township Fire Station #5 Heliport,41.235503,-75.934044
Ridgway Heliport,41.418531,-78.796903
Ranch-Aero Airport,41.7486991882,-78.0997009277
Sharretts Airport,41.8334007263,-77.4997024536
Horne Airport,40.1001014709,-80.0330963135
Lackawannock Airport,41.2058982849,-80.3581008911
Poplar Muni Airport,48.134456,-105.162053
Seagate Heliport,42.5597991943,-70.7723007202
Possum Grape Exit,35.458188,-91.39795
Point Lay LRRS Airport,69.73290253,-163.0050049
Param Airport,-9.99,149.477
Passikudah Helipad,7.923106596,81.567735672
Mona Airport,18.0753002167,-67.9309997559
Fort Allen Airport,18.0083999634,-66.5066986084
Labadle Airport,18.4486999512,-67.0625991821
Salinas Airport,17.970482,-66.266021
[DELETE] Areopuerto Internacional Michael Gonzalez Figueroa,17.9578321023,-66.8408203125
Dorado Beach Airport,18.4649657136,-66.295580864
Great Lakes Airport,46.0666,-88.007599
Humacao Airport,18.1380996704,-65.8013000488
Palmas del Mar Airstrip,18.0862007141,-65.7965011597
Hato Rey Heliport,18.4192008972,-66.0567016602
Prasa-La Plata Heliport,18.3525009155,-66.2363967896
Fajardo Harbor Seaplane Base,18.3397006989,-65.6246032715
Squibb Heliport,18.1487998962,-65.793800354
Hill Heliport,18.2999992371,-65.2833023071
Boqueron Airport,18.2019004822,-65.8391036987
Baxter-San German Heliport,18.0860996246,-67.0279998779
Sabalos Ward Heliport,18.1760997772,-67.146697998
Swift Private Airport,46.0900001526,-96.0970001221
Boqueron Airport,18.0107002258,-67.1412963867
Rexach Office Building Heliport,18.4151992798,-66.1268005371
State Government Number One Heliport,18.4493999481,-66.0665969849
Insular Government Number Two Heliport,18.4174003601,-66.0776977539
Orama-Iayuya Heliport,18.2110996246,-66.6293029785
Parguera Heliport,17.9750003815,-67.0444030762
Banco Popular Center Heliport,18.427400589,-66.0587997437
Prasa-Barbosa Heliport,18.414100647,-66.043800354
Orocovis Health Center Heliport,18.226600647,-66.3943023682
Adjuntas Airport,18.1802,-66.756897
Leaming Field,37.2513999939,-94.0569000244
Fort Buchanan Heliport,18.4150009155,-66.1318969727
Public Buildings Authority Heliport,18.4491996765,-66.0663986206
Baxter-Aibonito Heliport,18.1396999359,-66.2662963867
Cullingford Field,17.9764003754,-67.1707992554
Lajas Airpark,18.0125007629,-67.0691986084
Villa Marina Heliport,18.3313007355,-65.6328964233
Santa Isabel Airport,17.9631996155,-66.3911972046
R.H. Heliport,18.4941997528,-67.0242004395
Villamil-Mayaguez Mall Heliport,18.1588993073,-67.1464004517
Prtc Office Building Heliport,18.4111003876,-66.101600647
Exit 3 Airport,41.5909004211,-84.1421966553
Rich Field,41.8414001465,-91.8342971802
Kruger Heliport,48.4805984497,-114.0009994507
San Juan Steam Plant Heliport,18.4279956818,-66.1055145264
Hospital Alejandro Otero Lopez Heliport,18.433599472,-66.4835968018
Bayamon Regional Hospital Heliport,18.3675003052,-66.1538009644
San Juan Seaplane Base,18.4577999115,-66.1211013794
Empresas Diaz-Rio Pedras Heliport,18.3952999115,-66.051399231
Sabanera Heliport,18.1907997131,-66.1207962036
Lake Huron Medical Center Heliport,42.956319,-82.434637
Mora Development Corp Heliport,18.4153003693,-66.0757980347
Puerto Heliport,18.395556,-66.073611
Siocon Airport,7.7104813278,122.161188126
Pettigrew Moore Aerodrome,34.4268989563,-78.0894012451
Jurish Highway Strip H,32.0983631608,35.3453564644
Tallman West Airport,40.4056,-76.94
Sterling Heliport,40.0812988281,-74.894203186
Heberlig Airport,40.1642990112,-77.3704986572
Elephant Path Airport,40.4104003906,-75.2293014526
Consol Heliport,40.3478012085,-80.0580978394
G & N Airport,41.8753013611,-80.3748016357
Snook Airport,40.7333984375,-77.2664031982
Miners Memorial Medical Center Heliport,40.8208999634,-75.9138031006
Lazy B Ranch Airport,40.0225982666,-76.8165969849
Orr Ranch Airport,42.386100769,-102.5749969482
Ohioport Heliport,39.8853988647,-79.5074996948
Mc Cardle Farm Airport,40.6453018188,-77.5552978516
Grover Airport,40.9168014526,-75.8663024902
Boeing Helicopters Center 3 South Heliport,39.8592987061,-75.3196029663
Three Mile Island Heliport,40.1440010071,-76.7232971191
Vicars Private Airport,40.5475997925,-78.3917007446
Holy Redeemer Hospital Heliport,40.1104011536,-75.082901001
Marlboro Corporate Park Heliport,39.85779953,-75.6964035034
Pecora Field,41.9037017822,-78.6275024414
Arco Newtown Heliport,39.9922981262,-75.4102020264
Centra State Medical Center Heliport,40.2370986938,-74.3109970093
Fairview Farm Airfield,40.5334014893,-76.4621963501
Flying Eagle Airport,40.6459007263,-76.8122024536
Hazleton General Hospital Heliport,40.9494018555,-75.9636001587
Windy Hill Airport,40.0850982666,-78.5475006104
Brownsville General Hospital Heliport,40.0037002563,-79.8756027222
Captain's Folly Airport,39.8433990479,-77.1647033691
Banning Heliport,40.6347999573,-79.7442016602
Juergensen Airpark and Maritime Facility Airport,39.7313995361,-79.375
Penn Dda Inc Heliport,40.0357017517,-75.0162963867
Sugan Pond Heliport,40.3750991821,-74.9913024902
Wolf Ridge Airport,35.941667,-82.506667
Mbb Heliport,39.9875984192,-75.5802001953
Brubaker Heliport,40.4603996277,-76.3471984863
Agere Systems-Lehigh Valley Central Campus Heliport,40.6330986023,-75.4586029053
North Penn Usarc Heliport,40.1917991638,-75.3413009644
Dutch Country Egg Farms Airport,40.4580993652,-76.4580001831
Bert's Airport,40.2855987549,-75.7481994629
Downes Airport,40.6282997131,-78.9602966309
Tri-County Heliport,40.9861984253,-75.8343963623
Shenango Valley Medical Center Heliport,41.2106018066,-80.4692001343
Northwest Medical Center Oil City Campus Heliport,41.4283981323,-79.6967010498
Wayne Delp Airport,42.3995018005,-73.8662033081
Barnes Farmland Airport,41.0680999756,-80.255897522
Operations Center Heliport,40.6114997864,-78.3255996704
Graystrip Airport,40.3623008728,-75.1801986694
Hamilton Hill Airport,40.427898407,-78.7414016724
Larksville Borough Heliport,41.2644996643,-75.9248962402
Pax-Terra Caelum Airport,39.8599647,-78.987701
MSM Airport,41.767899,-75.723198
Anzio Heliport,40.2806015015,-76.8163986206
Alberter Farms Airport,40.195098877,-78.8328018188
7-H Skeet Club Inc. Field,40.638999939,-78.5813980103
Sunset Strip,40.1852989197,-83.1735992432
Gunden Airport,40.3292999268,-75.2816009521
Core States - 1st Pa Heliport,39.9584007263,-75.1912994385
Morris Heliport,39.7793006897,-77.2514038086
C.C. Hospital Heliport,40.81900024,-77.84329987
Hafer Petroleum Equipment Heliport,40.3000984192,-75.9038009644
Tidioute Airport,41.6908988953,-79.3658981323
Wind Drift Heliport,40.8078994751,-75.3592987061
Morton's Airport,41.8250999451,-80.0789031982
Crozer-Chester Heliport,39.8562011719,-75.3671035767
Parker-Cramer Airport,41.2114982605,-79.3609008789
Soaring Horse Airport,41.0828018188,-82.0431976318
Uphill Airport,40.1062011719,-80.4309005737
Buckingham Airport,40.3322982788,-75.0304031372
Barnhart Airport,40.7270011902,-78.5394973755
Cider Field,40.6058998108,-76.2829971313
St Mary Hospital Heliport,40.2020988464,-74.9228973389
Haig-K Heliport,40.0648002625,-75.6112976074
Poverty Airport,41.0634002686,-77.4336013794
Hahn Heliport,40.802898407,-75.3391036987
Peco Oregon Shop Heliport,39.9126014709,-75.1399002075
Pittsburgh City Center Heliport,40.4422988892,-79.9600982666
Myrick Airport,35.7432903732,-97.4055790901
Robbins Nest Heliport,40.3693008423,-75.397102356
Robert Packer Hospital Heliport,41.9791984558,-76.5202026367
Lazy J. Ranch Airport,41.2958984375,-75.5977020264
Smithkline Beecham Heliport,40.0797996521,-75.3284988403
Warminster Hospital Heliport,40.1846008301,-75.0784988403
River Hill Heliport,40.9861984253,-76.4291000366
Home Safe Airport,40.1058998108,-80.0338973999
Kikkatuck II Seaplane Base,40.650101,-79.691397
Press Enterprise Heliport,41.0120010376,-76.4051971436
Ramada Inn-Gettysburg Heliport,39.7667999268,-77.2705001831
Crow-Mag Airport,44.0637016296,-123.3909988403
Conemaugh Valley Memorial Hospital Heliport,40.3045005798,-78.9206008911
Va Medical Center Heliport,40.3153991699,-76.4029998779
Mazzuca Heliport,40.6861991882,-76.2101974487
Travis Airport,40.8828010559,-79.1965026855
West Penn Township Airport,40.7478981018,-75.9329986572
Alfragide Heliport,38.738392,-9.215061
Barlavento Algarvio Hospital Heliport,37.156737,-8.540811
Fafe heliport,41.456435,-8.138046
Hospital Amadora Heliport,38.742144,-9.245749
Hospital de Santa Cruz heliport,38.726135,-9.234083
Larkin Airport,43.4626998901,-116.3590011597
Sutliff Private Airport,41.1668014526,-76.2497024536
Hospital de Sao Teotonio heliport,40.649082,-7.905788
Hospital Distrital de Abrantes heliport,39.456142,-8.199821
Hospital Distrital de Faro Heliport,37.02532,-7.929432
Hospital Distrital de Guarda Heliport,40.529842,-7.278002
Hospital Distrital Leiria heliport,39.744537,-8.793105
Hospital do Divino Espirito Santo Heliport,37.75285,-25.676204
Hospital José Joaquim Fernandes heliport,38.0133361816,-7.8694419861
Hospital Pedro Hispano heliport,41.181018,-8.66258
São Sebastião Hospital Helipad,40.929417,-8.548319
Loule heliport,37.131523,-8.033168
Skepton Heliport,40.388999939,-75.43800354
Nisa heliport,39.5149993896,-7.6519441605
Alentejo Air Park,37.465556,-8.737222
Santa Maria Da Feira heliport,40.9301490784,-8.5423908234
Sines heliport,37.9550094604,-8.8793582916
Aerodromo de Cabeceiras de Basto,41.556444,-7.985086
Campo de Vôo de Benavente,38.912808,-8.78696
Aerodromo do Cerval,41.972958,-8.673806
Laúndos Airfield,41.4487,-8.70829
Tojeira Airfield,38.88444,-9.427868
Lagos Airfield ULM,37.121875,-8.67879
Triad Carolinas Hospital Heliport,34.1613998413,-79.7538986206
Aerodromo Municipal de Agueda,40.548704,-8.40548
Arraiolos Airfield ULM,38.704481,-8.015559
Aeródromo de Vila Meã,40.426368,-8.232252
Aeródromo de Coja,40.2748,-7.9747
Pista do Monte do Lago,39.07502,-8.13889
Beja Civil Airfield,38.06138,-7.87767
Aerodromo da Amendoeira,38.709167,-8.275276999999999
Aeródromo de Pombal,39.885631,-8.6496927
Aeródromo da Lourinhã,39.2609075,-9.3356058
Aeródromo de Seia,40.453186,-7.692059
Lake Bonanza Airport,30.3330001831,-95.612197876
Aeródromo Municipal de Ferreira do Zezere,39.682059,-8.253189
Aeródromo da Pampilhosa da Serra,40.026869,-7.955008
Aerodromo Fátima Giesteira,39.58067,-8.663004
Aérodromo de Ferreira do Alentejo,38.040061,-8.10423
Aérodromo Municipal de Proença-a-Nova,39.731217,-7.87495
Aerodromo da Lezíria,38.902,-8.9367
Campo de Voo de Valdonas,39.59119,-8.371753
Aeródromo de Óbidos,39.3907221,-9.1982199
Torres Vedras Heliport,39.089058,-9.263175
Santarém Hospital Heliport,39.24183,-8.697563
Sw Police Station Nr 4 Heliport,29.6886005402,-95.4518966675
Pernes Heliport,39.376207,-8.661629
Monchique Heliport,37.32013,-8.552329
Sardoal Heliport,39.54254,-8.160328
Coimbra Hospital Covões Heliport,40.194812,-8.460207
Martim Longo Airstrip,37.433582,-7.763626
Lamego Hospital Heliport,41.082095,-7.796558
Pista da Herdade da Zambujeira,37.67084,-8.123743
Fátima Salgueira Airstrip,39.560839,-8.640919
Aerodromo de Pias Longas (Old - Closed),39.586541,-8.577726
Aerodromo de Pias Longas (New),39.597207,-8.567748
Bradley Memorial Hospital Heliport,35.178211,-84.869442
Pista do Arrepiado,39.446011,-8.412019
Pista da Herdade da Comporta,38.393944,-8.788311
Pista da Coudelaria Herdade do Pinheiro,38.456513,-8.71749
Pista da SAPEC (Santa Catarina),38.494813,-8.819296
Pista de Montevil (Batalha),38.397661,-8.575387
Pista da Herdade da Barrosinha,38.346941,-8.442607
Aerodromo da Palma,38.514292,-8.575752
Pista de Melides,38.196371,-8.729496
Pista de Aguas de Moura,38.579004,-8.696119
Pista da Herdade do Rio Frio,38.680317,-8.857512
Burleson County Hospital Heliport,30.52105,-96.71655
Aerodromo de Alhos Vedros,38.664905,-9.027843
Pista da Torre Vã,37.839987,-8.512602
Pista do Torrão,38.313798,-8.262169
Pista de Lavre,38.799701,-8.49771
Pista de Grandola,38.163218,-8.538029
Pista de Fonte Serne,37.883254,-8.448293
Pista do Cabo Sardão,37.631286,-8.763292
Bombeiros de Sines Heliport,37.958706,-8.861927
Bombeiros de Alcacer do Sal Heliport,38.36921,-8.506197
Herdade da Apostiça Heliport,38.534118,-9.126399
Tgp 1 Heliport,27.7444992065,-97.8463973999
Pista da Sonega,37.84125,-8.743787
Aerodromo de Ourique,37.665784,-8.228631
Pista da Barragem de Odivelas,38.215474,-8.080187
Hospital das Forças Armadas Heliport,38.767674,-9.174137
Pista da Barragem do Roxo,37.932487,-8.08362
Armacao de Pera Airfield ULM,37.110756,-8.34417
Aerodromo de Tavira ULM,37.114901,-7.662749
Pista do Belo,37.576079,-7.743988
Pista da Adiça,38.062757,-7.268711
Pista do Monte das Tezas,38.10726,-7.168579
Fox Fire Airport,36.7843017578,-79.049697876
Aerodromo da Amareleja,38.179117,-7.205958
Pista de Alcanena,39.471293,-8.670402
Pista de Campo Maior,39.027352,-7.129033
Pista do Monte da Contenda,39.032578,-7.12708
Aerodromo de Monforte,39.059904,-7.421753
Aerodromo de Viana do Alentejo,38.360991,-8.057957
Pista da Herdade da Lentisca,38.339418,-7.855396
Campo de Voo da Cerieira,38.424545,-7.72326
Campo de Voo do Campinho,38.359106,-7.465532
Pista de Reguengos de Monsaraz,38.383702,-7.55162
Franz Ranch Airport,47.0499000549,-118.8509979248
Pista da Nossa Senhora de Machede,38.599527,-7.820549
Aerodromo do Coentral,40.0767,-8.158336
Pista do Sorraia,39.966636,-8.157102
Pista do Cabeço da Vaca,40.345145,-6.9797519999999995
Pista do Ladoeiro,39.849493,-7.281222
Aerodromo de Atouguia da Baleia,39.347424,-9.32014
Cascais Marina Heliport,38.693789,-9.41472
Pista de Montargil,39.051902,-8.142087
Pista da Herdade da Lameira,39.277962,-7.772655
Pista da Comenda,39.427111,-7.827158
Humm Airport,41.5994987488,-88.8699035645
St Mary's Hospital Heliport,44.5321998596,-88.06590271
Pista de Mouriscas,39.477844,-8.089349
Aerodromo de Mação,39.572335,-7.987393
Pista de Vendas Novas,38.677419,-8.496015
Pista do Ciborro,38.797735,-8.20256
Pista de Biscainho Brandão,38.941904,-8.717673
Pista do Couço,39.004878,-8.274207
Pista de Volta do Vale,38.964347,-8.394842
Pista de Bilrete,38.984165,-8.766081
Aerodromo de Muge,39.097162,-8.658857
Pista de Almoster,39.228198,-8.796766
Six Mile Volunteer Fire Department Heliport,31.250292,-93.778931
Pista de Valada do Ribatejo,39.073411,-8.766832
Aerodromo do Alqueidão,39.066847,-8.804255
Aerodromo da Azambuja,39.05955,-8.827193
Pista da Garrocheira,38.990303,-8.776832
Pista do Porto Alto,38.9521,-8.866782
Military Airfield of Alcochete,38.766933,-8.802624
Aerodromo da Pedra da Broa,40.71896,-8.237944
Aerodromo de Sao Cosmado,41.065959,-7.700687
Pista de Entre-os-Rios,41.075924,-8.271482
Pista da Corvachã,41.2321,-7.977137
Cardwell Strip,61.625,-149.2890014648
Pista do Minhéu,41.540026,-7.677877
Pista da Barragem do Maranhão,38.994697,-7.9894
Pista da Chamusca,39.319425,-8.516121
Pista da Quinta da Foz,38.97308,-8.840962
Pista da Herdade do Pontal,38.710654,-8.609484
Aerodromo de Faias,38.687721,-8.745375
Chuuk International Airport,7.4618701935,151.8430023193
Pohnpei International Airport,6.9850997925,158.2089996338
Babelthuap Airport,7.36731,134.544236
Kosrae International Airport,5.35698,162.957993
Gaston Steam Plant Heliport,33.246533,-86.469133
Yap International Airport,9.49891,138.082993
Puas Airport,-2.395,150.2361
Pureni Airport,-5.8429,142.8279
Wake Island Airfield,19.2821006775,166.6360015869
Port Walter Seaplane Base,56.3810005188,-134.651000977
Iturbe Airport,-26.0599994659,-56.4900016785
Coronel Oviedo Airport,-25.5200004578,-56.4099998474
Isla Pucu Airport,-25.2999992371,-56.9000015259
Hugo Stroessner Airport,-25.4099998474,-56.5499992371
Nueva Australia Airport,-25.4200000763,-56.5699996948
Woodbridge Field,35.5811004639,-90.3852996826
Puerto Guaraní Airport,-21.2731990814,-57.9241981506
Estancia Cunataí Airport,-21.5555992126,-57.96849823
Colonia Carmelo Peralta Airport,-21.6809997559,-57.9124984741
Puerto La Esperanza Airport,-22.0431003571,-58.0166015625
Puerto Risso Airport,-22.3705005646,-57.8151016235
Puerto Alegre Airport,-22.4431991577,-57.8322982788
Puerto Calera Airport,-22.54529953,-57.8224983215
Puerto Max Airport,-22.6310005188,-57.7705001831
Puerto Itapucu Airport,-22.6814002991,-57.9094009399
Puerto Abente Airport,-22.9503993988,-57.7914009094
Gila River Memorial Airport,33.2434005737,-111.9130020142
Puerto Boqueron Airport,-23.9834003448,-57.2499008179
Puerto Michi Airport,-24.1357002258,-57.2840995789
Estancia Lomas Airport,-24.6170005798,-57.1487998962
Villa Rey Airport,-24.6881008148,-57.2305984497
Santa Clara Airport,-25.6632995605,-57.6642990112
