start_name,start_loc_lat,start_loc_lon,end_name,end_loc_lat,end_loc_lon
Hunter Airport,-88.5062026978,42.3567008972,Bingham Airport,-88.4889984131,42.4402999878
Amboy Fire Protection District Heliport,-89.334197998,41.715801239,Taylor Airport,-89.2918014526,41.7235984802
Honey Lake Heliport,-88.1190032959,42.198600769,Good Shepherd Hospital Heliport,-88.1728973389,42.1958999634
Zea Mays Field,-89.4180984497,41.5266990662,Albrecht /2/ Airport,-89.4050979614,41.631401062
Krohe Airport,-90.466796875,39.9361991882,Kloker Airport,-90.5110015869,39.9188995361
Bromenn Hospital Heliport,-88.9907989502,40.4963989258,St Joseph Medical Center - Bloomington Heliport,-88.9564971924,40.4822998047
Macomb Municipal Airport,-90.6523971558,40.5200996399,Rdh Farms Airport,-90.6797027588,40.57970047
Kellums Airport,-89.0092010498,37.5778007507,Houseman Airport,-89.1225967407,37.5401000977
Mc Donald's Plaza Heliport,-87.9443969727,41.8480987549,Center Point Heliport,-87.9272003174,41.8497009277
Monroe County Ambulance Service Heliport,-90.1624984741,38.3391990662,Crook Restricted Landing Area,-90.1918029785,38.3870010376
Il State Police District 22 Heliport,-89.1647033691,37.2714004517,Shawnee Community College Heliport,-89.0322036743,37.26720047
Donald A. Hamilton Airport,-89.5944976807,39.5945014954,Il Emergency Operations Center Heliport,-89.6044006348,39.6114006042
Caterpillar Aurora Heliport,-88.3591995239,41.716999054,Presence Mercy Medical Center Heliport,-88.324533,41.785811
Meyer Airport,-90.8777999878,41.01720047,Heeg Airport,-90.882896,41.007111
Chester Wyss Airport,-89.4501037598,42.4249992371,Hillman Airport,-89.4529037476,42.4157981873
Alsip Fire Department Heliport,-87.74949646,41.6749992371,Advocate Christ Medical Center Heliport,-87.7292022705,41.7249984741
Mussman Airport,-87.577796936,41.2709007263,Von Alvens Airview Airport,-87.6500015259,41.2999992371
Kamm Airport,-88.4486999512,39.7731018066,Cooch Landing Area Airport,-88.4533004761,39.8432998657
Il.Dept Of Transportation Heliport,-88.2812525332,42.0199377922,Turner Seaplane Base,-88.2910995483,42.0099983215
Herschel Hunter Airport,-89.7042999268,38.2223014832,Sparta Community Hunter Field,-89.6986999512,38.1488990784
Kaufield Airport,-88.7300033569,42.2647018433,Bob Walberg Field,-88.7583999634,42.3208999634
Aurora Municipal Airport,-88.4757003784,41.771900177,J Maddock Airport,-88.5319976807,41.766998291
Glatthaar Airport,-87.8059005737,39.5250015259,Bussart Airport,-87.8486022949,39.5792007446
Rochelle Municipal Airport - Koritz Field,-89.0783004761,41.8930015564,Rochelle Community Hospital Heliport,-89.0635986328,41.9282989502
Oak Landing Heliport,-88.3805999756,42.2999992371,Galt Field,-88.3750991821,42.4029006958
Townley Farms Airport,-88.4693984985,39.4846992493,Rural King Supply Heliport,-88.4122009277,39.4928016663
Precision Chrome Heliport,-88.1815032959,42.3897018433,Arrow Heliport,-88.1875991821,42.4034004211
Schmidt Airport,-88.0828018188,40.2430992126,Rantoul National Avn Center-Frank Elliot field,-88.14240265,40.29359818
Lung Restricted Landing Area,-91.073799,40.461201,Brooks Ranch Airport,-91.0335006714,40.4667015076
Holmes Southeast Airport,-89.598722,39.685394,Lincoln Land Community College Heliport,-89.6043014526,39.7230987549
Williams Airport,-91.1439971924,40.439201355,Schilson Field,-91.2037963867,40.4514007568
Jim & Peg Airport,-88.387299,41.054798,Aero Acres Airport,-88.3375015259,41.0381011963
Brooks Ranch Airport,-91.0335006714,40.4667015076,Morton Airport,-90.9423980713,40.5909004211
Mc Culley Airport,-88.2537002563,40.2202987671,Andrew RLA Restricted Landing Area Airport,-88.304497,40.160301
Andrew RLA Restricted Landing Area Airport,-88.304497,40.160301,Mc Culley Airport,-88.2537002563,40.2202987671
Aero Four Airport,-88.2487030029,41.4361000061,Chicago Glider Club Gliderport,-88.24729919,41.43199921
Bradbury Airport,-88.2228012085,40.7523002625,Read Airport,-88.1528015137,40.8353004456
Metropolis Municipal Airport,-88.7506027222,37.1859016418,Vienna Correctional Center Heliport,-88.7742004395,37.3975982666
Mary's Landing Airport,-88.733299,42.413102,Munch Heliport,-88.7306976318,42.422000885
Seeman Airport,-88.6661987305,40.7785987854,Mays Aviation Airport,-88.6751022339,40.7000007629
Maaks Heliport,-89.5932006836,40.131401062,Martin Airport,-89.5000991821,40.1805992126
Gillen Airport,-90.7312011719,40.926399231,M.A.M Trail Airport,-90.7085037231,41.0050010681
Rend Lake Conservancy District Heliport,-88.9169998169,38.0820007324,Big Muddy Correctional Facility Heliport,-88.904800415,38.1297988892
University of Chicago Hospitals Heliport,-87.6042022705,41.7883987427,First Area Police Hdqtrs Heliport,-87.6277999878,41.7999992371
Presence Sts Mary and Elizabeth Medical Center Heliport,-87.6828,41.902802,John H. Stroger Hospital of Cook County Heliport,-87.6734008789,41.8748016357
Adams Private Airport,-89.1376037598,37.9028015137,Dury Estates Airport,-89.15219879,37.81919861
Chicago Midway International Airport,-87.7524032593,41.7859992981,Rose Packing County Heliport,-87.7661972046,41.8027992249
Children's Memorial Hospital Heliport,-87.6464004517,41.9255981445,Marcor Heliport,-87.642303,41.896098
Sunset Acres Airport,-87.7853012085,41.2070007324,Benoit Airport,-87.7922973633,41.1310997009
Bakers Strip,-88.7590026855,40.1172981262,Flying Illini Airport,-88.683132,40.108167
Enjoy Field,-87.9985961914,40.9757995605,Berns Airport,-88.0417022705,40.9361000061
St James Hospital and Health Centers Heliport,-87.6444015503,41.5078010559,Mulderink Heliport,-87.589798,41.4786
Rhea Restricted Landing Area,-91.201499939,40.592300415,Douglas Airport,-91.102897644,40.5764007568
Kloker Airport,-90.5110015869,39.9188995361,Krohe Airport,-90.466796875,39.9361991882
Gehant Airport,-89.1443023682,41.6974983215,Earl Barnickel Airport,-89.1167984009,41.6749992371
Galesburg Cottage Hospital Heliport,-90.3824996948,40.9556007385,Galesburg Municipal Airport,-90.431098938,40.9379997253
Antique Aerodrome,-88.6580963135,41.0057983398,Testoni Farms Airport,-88.6533966064,41.0209007263
Harvey Police Department Heliport,-87.6699981689,41.6122016907,Ingalls Memorial Hospital Heliport,-87.6603012085,41.6063995361
Sugar Creek Farm Airport,-89.3022003174,40.2694015503,Hoblit Farms Airport,-89.2428970337,40.2262992859
Norman Airport,-87.7249984741,41.3583984375,Kaiser Heliport,-87.7202987671,41.3851013184
Illinois Dept of Transportation Nr 6 Heliport,-89.7783966064,39.7789001465,Springfield Southwest Airpark,-89.8097991943,39.7369995117
Silver Cross Hospital Heliport,-88.052279,41.536183,Chicagoland Speedway Heliport,-88.0582962036,41.4796981812
Madang Airport,145.789001465,-5.2070798874,Ileg Airport,145.8022,-5.4917
RAF Jurby,-4.5238,54.354,Andreas Airfield,-4.4233333333000004,54.3711111111
Andreas Airfield,-4.4233333333000004,54.3711111111,RAF Jurby,-4.5238,54.354
Isle of Man Airport,-4.6238899231,54.0833015442,Mount Rule Farm Airstrip,-4.5128072,54.1822924
Erase Me 3,0.0,-0.1,Erase Me 7,0.0,-0.2
Wapolu Airport,150.5093,-9.3376,Vivigani Airfield,150.318888889,-9.3033333333
Vale Chassapa Airport,35.599975,-18.394034,Inhaminga Airport,35.0045,-18.41
Thoise Airport,77.3758010864,34.6525993347,Daulat Beg Oldi Advanced Landing Ground,77.9289650917,35.3964667088
Yongphulla Airport,91.514503,27.256399,Tawang Air Force Station,91.8776931763,27.5884609222
Leh Kushok Bakula Rimpochee Airport,77.5465011597,34.1358985901,Thoise Airport,77.3758010864,34.6525993347
Kovilpatti Airport,77.8211975098,9.1538896561,Madurai Airport,78.0933990479,9.8345098496
Tiruchirapally Civil Airport Airport,78.7097015381,10.7653999329,Tanjore Air Force Base,79.101600647,10.7223997116
Hanimaadhoo Airport,73.170501709,6.7442297935,Minicoy Helipad,73.0223007202,8.2736301422
Agatti Airport,72.1760025024,10.8236999512,Kavaratti Helipad,72.6160430908,10.5416679382
Upper Tadong Indian Army Helipad,88.59965,27.3067166667,Pakyong Airport (Under Construction),88.587196,27.2313
Putao Airport,97.4263000488,27.3299007416,Naungmom Airport,97.8170013428,27.5
Yelahanka Air Force Station,77.6060028076,13.1354999542,Kempegowda International Airport,77.706299,13.1979
Rajiv Gandhi International Airport,78.4298553467,17.2313175201,Nadirgul Airport,78.5604858398,17.3060665131
Catholic Medical Centre Helipad,93.94275,24.8062,Imphal Airport,93.896697998,24.7600002289
Rupsi India Airport,89.9100036621,26.1396999359,Baljek Airport,90.3450393677,25.6614875793
Sookerating Airport,95.570602417,27.5529003143,Tezu Airport,96.1343994141,27.9412002563
Kalaikunda Air Force Station,87.2145004272,22.3395004272,Dudhkundi Airfield,87.1074199677,22.3245915688
Bishnupur Airfield,87.3548698425,23.0339266917,Piardoba Airfield,87.2995948792,22.9895085468
Chabua Air Force Station,95.1176986694,27.4622001648,Dibrugarh Airport,95.0168991089,27.4839000702
Neyveli Airport,79.527381897,11.6129560471,Pondicherry Airport,79.812,11.968
Kunjali Helipad,72.8084939718,18.895273369,Shikra Naval Helibase,72.8292113543,18.9133456812
Shikra Naval Helibase,72.8292113543,18.9133456812,Raj Bhavan Helipad,72.7940166667,18.94265
Rajkot Airport,70.7795028687,22.3092002869,Amreli Airstrip,71.2233352661,21.6198508623
Pune Airport,73.9197006226,18.5820999146,Aamby Valley Airport,73.3775833333,18.6096166667
Akbarpur Airport,82.5681991577,26.447599411,Lal Bahadur Shastri Airport,82.8592987061,25.4524002075
Bilaspur Airport,82.111,21.9884,Korba Airport,82.7194444444,22.4141666667
Tuirial Airfield,92.8024,23.7432,Thuampui Helipad,92.7367333333,23.7458666667
Lunglei Helipad,92.7633,22.8683833333,Saiha Helipad,92.98695,22.4885833333
Pukpui Helipad,92.76885,22.9422666667,Serchhip Helipad,92.8560666667,23.32875
Silchar Airport,92.9786987305,24.9129009247,Vairengte Helipad,92.7539333333,24.4789166667
Gandhinagar Airport,73.8076019287,19.9636993408,Nashik Airport,73.912903,20.119101
Bagdogra Airport,88.3285980225,26.6812000275,Bhadrapur Airport,88.0795974731,26.5708007812
Namchi Helipad,88.3220666667,27.1567333333,Lebong Helipad,88.2777333333,27.0590833333
Lebong Helipad,88.2777333333,27.0590833333,Namchi Helipad,88.3220666667,27.1567333333
Gangtok Helipad,88.6141052246,27.3556976318,Upper Tadong Indian Army Helipad,88.59965,27.3067166667
Pakyong Airport (Under Construction),88.587196,27.2313,Pedong Helipad,88.61065,27.1559333333
Shillong Indian Army Helipad,91.8817166667,25.54425,Shillong Airport,91.9786987305,25.7035999298
HQ Eastern Air Command Helipad,91.82655,25.5381833333,Shillong Indian Army Helipad,91.8817166667,25.54425
Imphal Airport,93.896697998,24.7600002289,Catholic Medical Centre Helipad,93.94275,24.8062
Adampur Air Force Station,75.7587966919,31.4337997437,PAP Complex Heliport,75.6072,31.2920833333
Mahalaxmi Race Course Helipad,72.8215666667,18.9820333333,Butcher Island Helipad,72.9030833333,18.9623
Raj Bhavan Helipad,72.7940166667,18.94265,Mahalaxmi Race Course Helipad,72.8215666667,18.9820333333
Dimapur Airport,93.7711029053,25.8838996887,Kohima Helipad,94.1139333333,25.6630666667
Phalodi Airport,72.388999939,27.1128997803,Phalodi Airfield,72.389,27.1128333333
Bharkot Airport,78.3234024048,30.5828990936,Dehradun Airport,78.180298,30.189699
Agra Airport,77.960899353,27.1557998657,Mathura Heliport,77.6824166667,27.4642333333
Coco Island Airport,93.3684997559,14.141500473,Shibpur Airstrip,93.0497306585,13.2363163011
Bokaro Airport,86.1489028931,23.6434993744,Birsa Munda Airport,85.3217010498,23.3143005371
Barrackpore Air Force Station,88.3591995239,22.7810001373,Netaji Subhash Chandra Bose International Airport,88.4467010498,22.6546993256
Chhatrapati Shivaji International Airport,72.8678970337,19.0886993408,Juhu Aerodrome,72.834197998,19.0981006622
Dudhkundi Airfield,87.1074199677,22.3245915688,Kalaikunda Air Force Station,87.2145004272,22.3395004272
Kanchrapara Airfield,88.4599292278,22.9229329875,Dhubulia Airstrip,88.4540176392,23.4929846863
Piardoba Airfield,87.2995948792,22.9895085468,Bishnupur Airfield,87.3548698425,23.0339266917
Shirpur Airport,74.9567341805,21.3239987933,Dhulia Airport,74.7370986938,20.9265003204
Khargon Govt. Airstrip,75.5544376373,21.8100301946,Khandwa Airport,76.3369560242,21.8571174596
Dhulia Airport,74.7370986938,20.9265003204,Shirpur Airport,74.9567341805,21.3239987933
Chennai International Airport,80.1692962646,12.9900054932,Tambaram Air Force Station,80.1219024658,12.9071998596
Burhar Airport,81.5037002563,23.235200882,Umaria Air Field,80.8082199097,23.5325139099
Akola Airport,77.058601,20.698999,Amravati (Belora) Airstrip,77.7179074287,20.8133485116
Madhubani Airport,86.06,26.3291666667,Janakpur Airport,85.9224014282,26.7087993622
Gondia Airport,80.290397644,21.5261993408,kanha,80.5955314636,22.0926386041
Faizabad Airport,82.1543651,26.7511282,Akbarpur Airport,82.5681991577,26.447599411
"Kopal,Hospet Airport",76.51667,15.358334,Vijayanagar Aerodrome (JSW),76.6349472222,15.1749666667
Koppal Aerodrome,76.2192993164,15.3591003418,Harihar Airport,75.787399292,14.5350999832
Jharsuguda Airport,84.0503997803,21.9134998322,Hirakud Airport,84.0056991577,21.5802001953
Jajpur ( Sukinda ) Airstrip,85.7538888889,21.0319444444,Angul Airport (JSPL),85.0325833333,20.91195
Noamundi Airport,85.5488888889,22.1922222222,Barbil Aerodrome (JSPL),85.3741944444,22.0486138889
Itanagar (Naharlagun),93.6961055556,27.111675,Tezpur Airport,92.7846984863,26.7091007233
Purnea Airport,87.4100036621,25.7595996857,Bhagalpur Airport,87.009779,25.249359
Panagarh Air Force Station,87.4274978638,23.4743003845,Guskhara Airfield,87.794167,23.471667
Durgapur Steel Plant Airport,87.339787,23.58331,Panagarh Air Force Station,87.4274978638,23.4743003845
Shimla Airport,77.068001,31.0818,Bilaspur Helipad,76.75675,31.3451388889
Kangra Airport,76.2633972168,32.1651000977,Pathankot Airport,75.634444,32.233611
Jodhpur Airport,73.0488967896,26.2511005402,Airport,73.102823,26.436257
Thuniabhand Airport,78.9171981812,22.0016002655,Amla Airport,78.1136016846,21.926399231
Rawalakot Airport,73.7981033325,33.8497009277,Poonch Airport,74.083753,33.76875
Barbil Aerodrome (JSPL),85.3741944444,22.0486138889,Rourkela Airport,84.814598,22.256701
Giridih Airport,86.2898025513,24.2019004822,Deoghar Airstrip,86.70694444,24.44666667
Rajbiraj Airport,86.733902,26.510066,Biratnagar Airport,87.263999939,26.4815006256
Cuttack Airport,85.8862991333,20.5496006012,Biju Patnaik Airport,85.8178024292,20.2444000244
Utkela Airport,83.1837997437,20.0974006653,Vedanta Lanjigarh Airstrip,83.3936111111,19.7194444444
Nuagaon Airport,83.448097229,20.5116996765,no airport,83.48333056,20.46668667
Willingdon Island Air Base,76.2731018066,9.9473896027,Cochin International Airport,76.401901,10.152
Chore Airport,69.7717971802,25.5259990692,Akli Airport,70.2943,25.8077
Sido Kanhu Airport,87.269989,24.231185,Surichua Air Base,87.701722,24.18824
Burnpur Airport,86.9755020142,23.6315002441,Maithon Heliport,86.7935,23.785
Pandaveswar Airfield,87.348690033,23.6413005209,Durgapur Steel Plant Airport,87.339787,23.58331
Surichua Air Base,87.701722,24.18824,Sido Kanhu Airport,87.269989,24.231185
Jaipur International Airport,75.8122024536,26.8241996765,Kishangarh Airport,74.814147,26.601473
Erase Me 18,0.0,-0.4,Erase Me 11,0.0,-0.30000000000000004
Jeypore Airport,82.5520019531,18.8799991608,Vishakhapatnam Airport,83.2245025635,17.721200943
Ulundurpet Airstrip,79.3213748932,11.6885487471,Neyveli Airport,79.527381897,11.6129560471
Poonch Airport,74.083753,33.76875,Rawalakot Airport,73.7981033325,33.8497009277
Abu Road Airport,72.78150177,24.4941997528,Deesa Airport,72.2043991089,24.2679004669
Ratlam Airport,75.0255966187,23.3813991547,Birlagram Airport,75.4203033447,23.4468994141
Sirohi Airport,72.8459014893,24.8950996399,Abu Road Airport,72.78150177,24.4941997528
Vijayanagar Aerodrome (JSW),76.6349472222,15.1749666667,Bellary Airport,76.8827972412,15.1627998352
Solar Heliport,-87.2825012207,38.4958992004,Alford Airpark,-87.25,38.4639015198
Hawthorn Mine Heliport,-87.2406005859,38.9319992065,N'Meier Airport,-87.2403030396,38.8464012146
Small Field,-85.5575027466,39.7518997192,Stevens Farms Airport,-85.5483016968,39.6605987549
Methodist Hospital of In. Inc. Heliport,-86.1623001099,39.788898468,Methodist Hospital Helistop,-86.1622009277,39.7887001038
Post-Air Airport,-86.0139007568,39.75,Hook's Heliport,-86.0335998535,39.8050003052
Rust's Landing Airport,-86.0633010864,41.3644981384,Arrowhead Farm Airport,-86.0710983276,41.2928009033
Parkview Noble Hospital Heliport,-85.2957992554,41.4472007751,Kendallville Municipal Airport,-85.2608032227,41.4726982117
Greenridge RLA Restricted Landing Area,-86.0194015503,38.2389984131,Lanesville Skyways Airport,-85.9749984741,38.2237014771
Lanesville Skyways Airport,-85.9749984741,38.2237014771,Greenridge RLA Restricted Landing Area,-86.0194015503,38.2389984131
Dewart Lake Seaplane Base,-85.772778,41.371946,Tippecanoe Seaplane Base,-85.7675,41.333056
Morrison Flight Park Ultralightport,-87.1875,39.0222015381,Green County General Hospital Heliport,-87.1299972534,39.0402984619
Robinson Field,-86.0314025879,39.623298645,Marshall Field,-85.981697,39.643101
Twelve Oaks Airport,-86.3283004761,39.4514007568,Donica Field,-86.3054962158,39.4067001343
Reimer Aerodrome,-86.5674972534,39.9641990662,Hood Field,-86.5772018433,39.9981002808
Crawford Field,-86.8364028931,41.199798584,Archangels Landing Airport,-86.8724975586,41.2613983154
Franciscan Hospital Munster Helipad,-87.514444,41.538333,Lansing Municipal Airport,-87.5295028687,41.5349006653
Sutton Airport,-87.0522003174,40.54529953,Durflinger Airport,-87.1035995483,40.573600769
Eickholtz Airport,-87.6549987793,38.460899353,Hull Airport,-87.5995025635,38.4023017883
Foghorn Farms Airport,-85.7835998535,40.0327987671,North Lakeland Airport,-85.7536010742,40.0223007202
Peru Municipal Airport,-86.1464004517,40.7863006592,Rush Strip,-86.0522003174,40.8344993591
Miller Strip,-86.037804,40.6278,Kokomo Municipal Airport,-86.0589981079,40.5281982422
Schroeder Private Airport,-87.756401062,38.0033988953,Plugger Airport,-87.7240982056,38.0355987549
Peterson Ultralightport,-86.443901062,41.5362014771,Stewarts Green Acres Airport,-86.452796936,41.54529953
Harrier Heliport,-86.9811019897,40.7513999939,Klopfenstein Airport,-86.9207992554,40.7672996521
Windy P Ridge Airport,-85.0179977417,40.3403015137,Nuckols Airport,-85.049103,40.354801
Rusby Field,-86.057800293,38.4430999756,Spring Lake Airport,-85.9972000122,38.4751014709
Durham Airport,-86.959198,39.85499954,4 Winds Aerodrome,-86.8833007812,39.8250007629
Iwc Heliport,-87.1836013794,39.7836990356,Butler Field,-87.2194976807,39.738899231
Siefert Airport,-85.765296936,39.4402999878,Pherigo Airport,-85.8052978516,39.4874992371
Pherigo Airport,-85.8052978516,39.4874992371,Siefert Airport,-85.765296936,39.4402999878
Allison Plant 3 Heliport,-86.2457962036,39.7792015076,Indianapolis International Airport,-86.294403,39.7173
Timber Trails Airport,-86.7797012329,39.3372993469,Miller Airport,-86.823600769,39.2916984558
H.J.Umbaugh Airport,-86.4375,41.3069992065,I & C Field,-86.4627990723,41.2836990356
Decatur HI-Way Airfield,-84.862464,40.837548,Sealscott Airport,-84.8475036621,40.9037017822
St Mary's Medical Center Heliport,-87.5042037964,37.9650001526,Jerry W. Humphrey Seaplane Base,-87.4244995117,37.9449996948
Westfield Airport,-86.1577987671,40.0489006042,Wilderness Field,-86.1603012085,40.0177993774
De Motte Airport,-87.212502,41.207,Flying J Airport,-87.1343994141,41.2641983032
Ries Airport,-85.2711029053,41.2764015198,Tropria Airport,-85.2975006104,41.2448005676
Thorn Field,-86.1797027588,39.5828018188,Beck Airport,-86.2040023804,39.5609016418
Yoder Airport,-85.525497,41.609798,Wolfe Field,-85.5954971313,41.6913986206
Aerobatic Practice Airport,-85.7480010986,38.9963989258,Greener Pastures Airport,-85.7375030518,38.9373016357
Robinson Airpark,-85.9878005981,38.1431007385,Stewart Airport,-86.0186004639,38.1355018616
Kropf Airport,-85.8296966553,41.6431007385,Hatfield Airport,-85.8321990967,41.665599823
Wigent Airport,-85.4580001831,41.2092018127,Plew Airport,-85.5215988159,41.1856002808
Lake Maxinkuckee Seaplane Base,-86.40444183,41.20611191,Fleet Field,-86.386100769,41.2223014832
Mishawaka Pilots Club Airport,-86.0346984863,41.6570014954,Elkhart Municipal Airport,-86.0031967163,41.7193984985
Graves Landing Strip,-86.6667022705,41.1166992188,Arens Field,-86.6128997803,41.092300415
Northwest Family Hospital Heliport,-87.3488998413,41.5998001099,Gary Chicago International Airport,-87.4128036499,41.6162986755
Police Heliport,-87.3361968994,41.5910987854,Northwest Family Hospital Heliport,-87.3488998413,41.5998001099
Gibbons Field,-86.4449996948,38.4472999573,Roberson Airport,-86.4907989502,38.3213996887
Elkhart Municipal Airport,-86.0031967163,41.7193984985,Foos Field,-86.0880966187,41.7495002747
Flying U Ranch Airport,-86.792198,41.453899,Shamrock Airport,-86.7472000122,41.4081001282
Huntington Municipal Airport,-85.4570999146,40.8529014587,Bowlin Airport,-85.4835968018,40.8372993469
Starke Memorial Hospital Heliport,-86.6224975586,41.2873001099,Wilson Airport,-86.6320037842,41.2803001404
Starke County Airport,-86.66470337,41.3302002,Singleton's Landing Strip,-86.6264038086,41.351398468
Clover Knoll Airport,-86.8321990967,39.5322990417,Sanders Gyroport Airport,-86.7639007568,39.5134010315
Reichhart Airport,-84.9972000122,41.0287017822,Valhalla Airport,-84.991897583,41.0023002625
Good Samaritan Hospital Heliport,-87.5421981812,38.6725006104,O'Neal Airport,-87.5522003174,38.6913986206
Chain-O-Lakes Airport,-86.3542022705,41.6624984741,South Bend Regional Airport,-86.3172988892,41.7086982727
Chesak Airport,-86.7881011963,41.2555999756,Long Airport,-86.7902984619,41.2275009155
Logansport Cass County Airport,-86.3749008179,40.7112007141,Memorial Hospital Heliport,-86.3610992432,40.7635993958
Mc Neil Field,-85.8167037964,39.6652984619,Farm Strip,-85.8442001343,39.6831016541
Luabo Airport,36.1068,-18.4139,Marromeu Airport,35.9345,-18.2929
Lese Airport,146.2765,-8.2799,Iokea Airport,146.277,-8.401
Dabo Airport,147.843055556,-8.4319444444,Kikinonda Airport,147.9309,-8.5284
K2 Air Base,43.3847312927,34.9206504822,Al Fathah Air Base,43.7252006531,35.1353988647
Ubaydah Bin Al Jarrah Airport,45.7570991516,32.4819984436,An Numaniyah Air Base,45.3266716003,32.5062866211
Karbala Northeast Airport,44.1275520325,32.7554664612,Al Iskandariyah New Airport,44.2712745667,32.9691925049
Safwan Airport,47.6495170593,30.1357460022,Umm Qasr Airport,47.9246163368,30.0181435212
Al Asad Air Base,42.4412002563,33.7855987549,Al Muhammadi Airport,42.9133071899,33.4408798218
Qalat Salih Air Base,47.2897911072,31.4565811157,Amara New Air Base,47.0795707703,31.8179721832
Al Mufrash Airport,47.4765357971,30.2264976501,Safwan Airport,47.6495170593,30.1357460022
Ar Rutbah South Airport,40.3395652771,32.8315658569,Ar Rutbah Highway Strip,40.3966407776,33.0590324402
Ar Rutbah Highway Strip,40.3966407776,33.0590324402,H2 Air Base,40.5880241394,33.3637237549
Ghalaysan New Air Base,43.6754608154,30.9139518738,Rafha Domestic Airport,43.4906005859,29.6263999939
Khan Bani Sad Airport,44.5956420898,33.5903587341,Baqubah Airport,44.6011886597,33.795249939
Mosul International Airport,43.1474,36.305801,Bashiqah Airport,43.3462982178,36.4906616211
Basrah International Airport,47.6621017456,30.5491008759,Shaibah Airport,47.6422348022,30.4268245697
Wadi Al Khirr New Air Base,43.1823616028,31.4174022675,Ghalaysan New Air Base,43.6754608154,30.9139518738
H2 Air Base,40.5880241394,33.3637237549,H1 New Air Base,41.4322013855,33.8186988831
H3 Northwest AFB,39.5996170044,33.0745697021,H3 Air Base,39.7451019287,32.9293823242
H3 Southwest Air Base,39.5995559692,32.7449264526,H3 Highway Strip,39.3108940125,32.8485336304
H3 Air Base,39.7451019287,32.9293823242,Korean Village Forward Operating Base,39.9383333333,33.0191666667
Al Taqaddum Air Base,43.5970993042,33.3381004334,Markab Northeast Airport,43.5945014954,33.2525253296
Salum Air Base,44.7469482422,34.1640739441,Subakhu Air Field,45.1013679504,33.9344749451
Juwarin Highway Strip,46.4241027832,30.6893348694,Ali Air Base,46.0900993347,30.9358005524
Jalibah Southeast Air Base,46.6027793884,30.5465183258,Juwarin Highway Strip,46.4241027832,30.6893348694
Kirkuk Air Base,44.3488998413,35.4695014954,Tal Ashtah New Air Base,44.1338882446,35.1397209167
Al Sahra Army Air Field,43.5429992676,34.6731987,Samarra West Air Field,43.2598266602,34.306312561
Al Iskandariyah New Airport,44.2712745667,32.9691925049,Karbala Northeast Airport,44.1275520325,32.7554664612
Baqubah Airport,44.6011886597,33.795249939,Khan Bani Sad Airport,44.5956420898,33.5903587341
Qalat Sikar Air Base,46.3048400879,31.8349819183,Kut Al Hayy East Air Base,46.3822402954,32.1168403625
Radif Al Khafi Highway Strip,42.1405944824,31.9308395386,Mudaysis Air Base,41.9474945068,32.4106712341
Al Najaf International Airport,44.404317,31.989853,Nejef New Air Field [Duplicate],44.405449,31.98946
Amara New Air Base,47.0795707703,31.8179721832,Qalat Salih Air Base,47.2897911072,31.4565811157
Kut Al Hayy East Air Base,46.3822402954,32.1168403625,Qalat Sikar Air Base,46.3048400879,31.8349819183
Baghdad International Airport,44.2346000671,33.2625007629,Qasr Tall Mihl Airport,44.2419548035,33.3064117432
Qayyarah West Airport,43.1250991821,35.76720047,Qayyarah South Airport,43.2646331787,35.7570724487
Mudaysis Air Base,41.9474945068,32.4106712341,Radif Al Khafi Highway Strip,42.1405944824,31.9308395386
Washington Army Heliport,44.4033333333,33.3044444444,Rasheed Air Base,44.4937057495,33.2793273926
Wadi El Murbah Highway Strip,38.9783120155,32.730667612,H4 Air Base,38.195,32.5392
Tall Afar Army Air Field,42.4029998779,36.2831001282,Sahl Sinjar Air Base,42.1421394348,35.8592643738
Shayka Mazhar Air Base,44.6297912598,32.9290390015,Salman Pak East Air Field,44.7740936279,33.1606903076
Injanah Air Field,44.5953063965,34.4456176758,Salum Air Base,44.7469482422,34.1640739441
Joint Base Balad,44.3615989685,33.9402008057,Samarra East Air Base,44.2632064819,34.1664886475
Salman Pak East Air Field,44.7740936279,33.1606903076,Shayka Mazhar Air Base,44.6297912598,32.9290390015
An Numaniyah Air Base,45.3266716003,32.5062866211,Shaykh Hantush Highway Strip,44.8874320984,32.2930641174
Tikrit South Airport,43.6775741577,34.5346412659,Al Sahra Army Air Field,43.5429992676,34.6731987
Tikrit East Airport,43.7757110596,34.6082572937,Tikrit South Airport,43.6775741577,34.5346412659
Tal Ashtah New Air Base,44.1338882446,35.1397209167,Tuz Khurmatu Air Base,44.4827766418,34.9372215271
Bashur Airfield,44.3399009705,36.5336990356,Erbil International Airport,43.9631996155,36.2375984192
Borazjan Airport,51.2000007629,29.2666664124,Darrahi Military Air Field,51.0675010681,29.3757991791
Hamadan Air Base,48.6534004211,35.2116012573,Hamadan Airport,48.5525016785,34.8692016602
Ilam Airport,46.404800415,33.5866012573,Shahabad Highway Strip,46.5970945358,34.0704890613
Dezful Airport,48.397598,32.434399,Andimeshk-Karkhe Dam Highway Strip,48.1818723679,32.4027552236
Abadan Airport,48.2282981873,30.371099472,Shadgan Airport,48.6444890499,30.6644294698
Bahregan Airport,50.2727012634,29.8400993347,Khark Island Airport,50.3238983154,29.2602996826
Aghajari Airport,49.6772,30.7444,Omidiyeh Airport,49.5349006653,30.8351993561
Tabriz International Airport,46.2350006104,38.1338996887,Sahand Airport,46.1278991699,37.3479995728
